2023/02/06 17:38:28.202 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : select @@version
2023/02/06 18:28:31.274 [D] [env.go:260]  BuildVirtualEnv Database&TableName Mapping, SQL: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.275 [D] [env.go:351]  BuildVirtualEnv Checking view -- mer_order_sit.orders
2023/02/06 18:28:31.275 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : show table status where name = 'orders'
2023/02/06 18:28:31.313 [D] [env.go:400]  createDatabase, mapping `mer_order_sit` :`mer_order_sit`-->`optimizer_230206182831_uacm44rqvizs016d`
2023/02/06 18:28:31.313 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : SHOW CREATE database `mer_order_sit`
2023/02/06 18:28:31.364 [D] [show.go:446]  showCreate Type: database, Name: mer_order_sit, by pass column `Database`
2023/02/06 18:28:31.364 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : CREATE DATABASE `optimizer_230206182831_uacm44rqvizs016d` /*!40100 DEFAULT CHARACTER SET utf8mb4 COLLATE utf8mb4_unicode_ci */
2023/02/06 18:28:31.409 [W] [env.go:413]  createDatabase, Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182831_uacm44rqvizs016d'
2023/02/06 18:28:31.409 [E] [env.go:380]  BuildVirtualEnv mer_order_sit.orders Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182831_uacm44rqvizs016d'
2023/02/06 18:28:31.409 [E] [soar.go:291]  vEnv.BuildVirtualEnv Error: prepare SQL 'SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1' in vEnv failed.
2023/02/06 18:28:31.409 [D] [soar.go:294]  end of index advisor Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.409 [D] [soar.go:299]  start of explain Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.409 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : explain SELECT /*+ MAX_EXECUTION_TIME(1000) */ id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [explainer.go:173]  ExplainAdvisor SQL: 
2023/02/06 18:28:31.444 [D] [soar.go:327]  end of explain Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:331]  start of profiling Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:344]  end of profiling Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:348]  start of trace Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:361]  end of trace Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:365]  start of rewrite Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:399]  end of rewrite Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:403]  start of print suggestions, Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [rules.go:1251]  FormatSuggest, Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [rules.go:1297]  FormatSuggest, format: html
2023/02/06 18:28:31.444 [D] [pretty.go:31]  Pretty, Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1, method: html
2023/02/06 18:28:31.444 [D] [rules.go:1334]  FormatSuggest, start of sortedMySQLSuggest
2023/02/06 18:28:31.444 [D] [rules.go:1356]  FormatSuggest, start of sortedExplainSuggest
2023/02/06 18:28:31.444 [D] [rules.go:1377]  FormatSuggest, start of sortedProfilingSuggest
2023/02/06 18:28:31.444 [D] [rules.go:1394]  FormatSuggest, start of sortedTraceSuggest
2023/02/06 18:28:31.444 [D] [rules.go:1411]  FormatSuggest, start of sortedIdxSuggest
2023/02/06 18:28:31.444 [D] [rules.go:1440]  FormatSuggest, start of sortedHeuristicSuggest
2023/02/06 18:28:31.444 [D] [soar.go:438]  end of print suggestions, Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.444 [D] [soar.go:137]  main loop SQL: SELECT whole_order_no, goods_total_money, used_point, sale_money, whole_order_status, user_account, pay_time, pay_type, order_source, create_time, vin, vid, freight, store, car_order_no, approval_no, pay_version, gift_type, periods, exchange_rate, right_interest_type, marker, fulfillment_no, order_type, install_type, deposit, balance, extend_json, right_interest_type, bill_no FROM whole_order WHERE whole_order_no='818402302064975299'
2023/02/06 18:28:31.445 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.446 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.446 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.446 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.446 [D] [soar.go:233]  start of heuristic advisor Query: SELECT whole_order_no, goods_total_money, used_point, sale_money, whole_order_status, user_account, pay_time, pay_type, order_source, create_time, vin, vid, freight, store, car_order_no, approval_no, pay_version, gift_type, periods, exchange_rate, right_interest_type, marker, fulfillment_no, order_type, install_type, deposit, balance, extend_json, right_interest_type, bill_no FROM whole_order WHERE whole_order_no='818402302064975299'
2023/02/06 18:28:31.519 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:31.519 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:31.665 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.665 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.922 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.922 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.922 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.923 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.923 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.923 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.924 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.925 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.925 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.925 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:32.056 [D] [soar.go:244]  end of heuristic advisor Query: SELECT whole_order_no, goods_total_money, used_point, sale_money, whole_order_status, user_account, pay_time, pay_type, order_source, create_time, vin, vid, freight, store, car_order_no, approval_no, pay_version, gift_type, periods, exchange_rate, right_interest_type, marker, fulfillment_no, order_type, install_type, deposit, balance, extend_json, right_interest_type, bill_no FROM whole_order WHERE whole_order_no='818402302064975299'
2023/02/06 18:28:32.056 [D] [soar.go:250]  start of index advisor Query: SELECT whole_order_no, goods_total_money, used_point, sale_money, whole_order_status, user_account, pay_time, pay_type, order_source, create_time, vin, vid, freight, store, car_order_no, approval_no, pay_version, gift_type, periods, exchange_rate, right_interest_type, marker, fulfillment_no, order_type, install_type, deposit, balance, extend_json, right_interest_type, bill_no FROM whole_order WHERE whole_order_no='818402302064975299'
2023/02/06 18:28:32.056 [D] [env.go:400]  createDatabase, mapping `mer_order_sit` :`mer_order_sit`-->`optimizer_230206182832_wrnydawmwqdift7w`
2023/02/06 18:28:32.056 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : SHOW CREATE database `mer_order_sit`
2023/02/06 18:28:32.117 [D] [show.go:446]  showCreate Type: database, Name: mer_order_sit, by pass column `Database`
2023/02/06 18:28:32.117 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : CREATE DATABASE `optimizer_230206182832_wrnydawmwqdift7w` /*!40100 DEFAULT CHARACTER SET utf8mb4 COLLATE utf8mb4_unicode_ci */
